,Age,Fare,PassengerId,Pclass,Survived,Name_title,Sex_label,Fare_Group,Embarked_label,Family,TicketLettGroup,Cabin_IsNull,Cabin_group,Age_IsNull,Age_group
763,36,120.0,764,1,1.0,2,0,1,2,1,2,0,4,0,2
764,16,7.775,765,3,0.0,1,1,0,2,0,1,1,0,0,0
765,51,77.9583,766,1,1.0,2,0,1,2,1,2,0,3,0,3
766,37,39.6,767,1,0.0,5,1,1,0,0,1,1,0,1,2
767,30,7.75,768,3,0.0,3,0,0,1,0,1,1,0,0,1
768,28,24.15,769,3,0.0,1,1,1,1,1,2,1,0,1,1
769,32,8.3625,770,3,0.0,1,1,0,2,0,1,1,0,0,1
770,24,9.5,771,3,0.0,1,1,0,2,0,1,1,0,0,1
771,48,7.8542,772,3,0.0,1,1,0,2,0,1,1,0,0,3
772,57,10.5,773,2,0.0,2,0,0,2,0,2,0,3,0,3
773,28,7.225,774,3,0.0,1,1,0,0,0,1,1,0,1,1
774,54,23.0,775,2,1.0,2,0,1,2,2,2,1,0,0,3
775,18,7.75,776,3,0.0,1,1,0,2,0,1,1,0,0,1
776,28,7.75,777,3,0.0,1,1,0,1,0,1,0,4,1,1
777,5,12.475,778,3,1.0,3,0,0,2,0,2,1,0,0,0
778,28,7.7375,779,3,0.0,1,1,0,1,0,1,1,0,1,1
779,43,211.3375,780,1,1.0,2,0,1,2,1,2,0,1,0,2
780,13,7.2292,781,3,1.0,3,0,0,0,0,1,1,0,0,0
781,17,57.0,782,1,1.0,2,0,1,2,1,2,0,5,0,0
782,29,30.0,783,1,0.0,1,1,1,2,0,1,0,9,0,1
783,28,23.45,784,3,0.0,1,1,1,2,1,2,1,0,1,1
784,25,7.05,785,3,0.0,1,1,0,2,0,1,1,0,0,1
785,25,7.25,786,3,0.0,1,1,0,2,0,1,1,0,0,1
786,18,7.4958,787,3,1.0,3,0,0,2,0,1,1,0,0,1
787,8,29.125,788,3,0.0,5,1,1,1,2,3,1,0,0,0
788,1,20.575,789,3,1.0,5,1,1,2,1,2,1,0,0,0
789,46,79.2,790,1,0.0,1,1,1,0,0,2,0,1,0,3
790,28,7.75,791,3,0.0,1,1,0,1,0,1,1,0,1,1
791,16,26.0,792,2,0.0,1,1,1,2,0,2,1,0,0,0
792,17,69.55,793,3,0.0,3,0,1,2,2,4,1,0,1,0
793,41,30.6958,794,1,0.0,1,1,1,0,0,1,1,0,1,2
794,25,7.8958,795,3,0.0,1,1,0,2,0,1,1,0,0,1
795,39,13.0,796,2,0.0,1,1,0,2,0,1,1,0,0,2
796,49,25.9292,797,1,1.0,5,0,1,2,0,1,0,3,0,3
797,31,8.6833,798,3,1.0,2,0,0,2,0,1,1,0,0,1
798,30,7.2292,799,3,0.0,1,1,0,0,0,1,1,0,0,1
799,30,24.15,800,3,0.0,2,0,1,2,1,2,1,0,0,1
800,34,13.0,801,2,0.0,1,1,0,2,0,2,1,0,0,2
801,31,26.25,802,2,1.0,2,0,1,2,1,2,1,0,0,1
802,11,120.0,803,1,1.0,5,1,1,2,1,2,0,4,0,0
803,0,8.5167,804,3,1.0,5,1,0,0,1,2,1,0,0,0
804,27,6.975,805,3,1.0,1,1,0,2,0,1,1,0,0,1
805,31,7.775,806,3,0.0,1,1,0,2,0,1,1,0,0,1
806,39,0.0,807,1,0.0,1,1,0,2,0,1,0,5,0,2
807,18,7.775,808,3,0.0,3,0,0,2,0,1,1,0,0,1
808,39,13.0,809,2,0.0,1,1,0,2,0,1,1,0,0,2
809,33,53.1,810,1,1.0,2,0,1,2,1,2,0,2,0,1
810,26,7.8875,811,3,0.0,1,1,0,2,0,1,1,0,0,1
811,39,24.15,812,3,0.0,1,1,1,2,0,2,1,0,0,2
812,35,10.5,813,2,0.0,1,1,0,2,0,1,1,0,0,2
813,6,31.275,814,3,0.0,3,0,1,2,2,3,1,0,0,0
814,30,8.05,815,3,0.0,1,1,0,2,0,1,1,0,0,1
815,41,0.0,816,1,0.0,1,1,0,2,0,2,0,1,1,2
816,23,7.925,817,3,0.0,3,0,0,2,0,1,1,0,0,1
817,31,37.0042,818,2,0.0,1,1,1,0,1,2,1,0,0,1
818,43,6.45,819,3,0.0,1,1,0,2,0,1,1,0,0,2
819,10,27.9,820,3,0.0,5,1,1,2,2,3,1,0,0,0
820,52,93.5,821,1,1.0,2,0,1,2,1,2,0,3,0,3
821,27,8.6625,822,3,1.0,1,1,0,2,0,1,1,0,0,1
822,38,0.0,823,1,0.0,5,1,0,2,0,1,1,0,0,2
823,27,12.475,824,3,1.0,2,0,0,2,1,2,0,2,0,1
824,2,39.6875,825,3,0.0,5,1,1,2,2,3,1,0,0,0
825,28,6.95,826,3,0.0,1,1,0,1,0,1,1,0,1,1
826,28,56.4958,827,3,0.0,1,1,1,2,0,3,1,0,1,1
827,1,37.0042,828,2,1.0,5,1,1,0,1,2,1,0,0,0
828,28,7.75,829,3,1.0,1,1,0,1,0,1,1,0,1,1
829,62,80.0,830,1,1.0,2,0,1,2,0,2,0,5,0,4
830,15,14.4542,831,3,1.0,2,0,0,0,1,2,1,0,0,0
831,0,18.75,832,2,1.0,5,1,1,2,1,2,1,0,0,0
832,28,7.2292,833,3,0.0,1,1,0,0,0,1,1,0,1,1
833,23,7.8542,834,3,0.0,1,1,0,2,0,1,1,0,0,1
834,18,8.3,835,3,0.0,1,1,0,2,0,1,1,0,0,1
835,39,83.1583,836,1,1.0,3,0,1,0,1,2,0,5,0,2
836,21,8.6625,837,3,0.0,1,1,0,2,0,1,1,0,0,1
837,28,8.05,838,3,0.0,1,1,0,2,0,1,1,0,1,1
838,32,56.4958,839,3,1.0,1,1,1,2,0,3,1,0,0,1
839,41,29.7,840,1,1.0,1,1,1,0,0,1,0,2,1,2
840,20,7.925,841,3,0.0,1,1,0,2,0,1,1,0,0,1
841,16,10.5,842,2,0.0,1,1,0,2,0,2,1,0,0,0
842,30,31.0,843,1,1.0,3,0,1,0,0,2,1,0,0,1
843,34,6.4375,844,3,0.0,1,1,0,0,0,1,1,0,0,2
844,17,8.6625,845,3,0.0,1,1,0,2,0,1,1,0,0,0
845,42,7.55,846,3,0.0,1,1,0,2,0,1,1,0,0,2
846,28,69.55,847,3,0.0,1,1,1,2,2,4,1,0,1,1
847,35,7.8958,848,3,0.0,1,1,0,0,0,1,1,0,0,2
848,28,33.0,849,2,0.0,4,1,1,2,1,2,1,0,0,1
849,42,89.1042,850,1,1.0,2,0,1,0,1,2,0,2,1,2
850,4,31.275,851,3,0.0,5,1,1,2,2,3,1,0,0,0
851,74,7.775,852,3,0.0,1,1,0,2,0,1,1,0,0,4
852,9,15.2458,853,3,0.0,3,0,0,0,1,2,1,0,0,0
853,16,39.4,854,1,1.0,3,0,1,2,1,2,0,5,0,0
854,44,26.0,855,2,0.0,2,0,1,2,1,2,1,0,0,3
855,18,9.35,856,3,1.0,2,0,0,2,1,2,1,0,0,1
856,45,164.8667,857,1,1.0,2,0,1,2,1,2,1,0,0,3
857,51,26.55,858,1,1.0,1,1,1,2,0,1,0,3,0,3
858,24,19.2583,859,3,1.0,2,0,1,0,1,2,1,0,0,1
859,28,7.2292,860,3,0.0,1,1,0,0,0,1,1,0,1,1
860,41,14.1083,861,3,0.0,1,1,0,2,1,2,1,0,0,2
861,21,11.5,862,2,0.0,1,1,0,2,1,1,1,0,0,1
862,48,25.9292,863,1,1.0,2,0,1,2,0,1,0,3,0,3
863,17,69.55,864,3,0.0,3,0,1,2,2,4,1,0,1,0
864,24,13.0,865,2,0.0,1,1,0,2,0,1,1,0,0,1
865,42,13.0,866,2,1.0,2,0,0,2,0,1,1,0,0,2
866,27,13.8583,867,2,1.0,3,0,0,0,1,1,1,0,0,1
867,31,50.4958,868,1,0.0,1,1,1,2,0,1,0,4,0,1
868,28,9.5,869,3,0.0,1,1,0,2,0,1,1,0,1,1
869,4,11.1333,870,3,1.0,5,1,0,2,1,2,1,0,0,0
870,26,7.8958,871,3,0.0,1,1,0,2,0,1,1,0,0,1
871,47,52.5542,872,1,1.0,2,0,1,2,1,2,0,4,0,3
872,33,5.0,873,1,0.0,1,1,0,2,0,1,0,3,0,1
873,47,9.0,874,3,0.0,1,1,0,2,0,1,1,0,0,3
874,28,24.0,875,2,1.0,2,0,1,0,1,2,1,0,0,1
875,15,7.225,876,3,1.0,3,0,0,0,0,1,1,0,0,0
876,20,9.8458,877,3,0.0,1,1,0,2,0,2,1,0,0,1
877,19,7.8958,878,3,0.0,1,1,0,2,0,1,1,0,0,1
878,28,7.8958,879,3,0.0,1,1,0,2,0,1,1,0,1,1
879,56,83.1583,880,1,1.0,2,0,1,0,1,2,0,5,0,3
880,25,26.0,881,2,1.0,2,0,1,2,1,2,1,0,0,1
881,33,7.8958,882,3,0.0,1,1,0,2,0,1,1,0,0,1
882,22,10.5167,883,3,0.0,3,0,0,2,0,1,1,0,0,1
883,28,10.5,884,2,0.0,1,1,0,2,0,1,1,0,0,1
884,25,7.05,885,3,0.0,1,1,0,2,0,1,1,0,0,1
885,39,29.125,886,3,0.0,2,0,1,1,2,3,1,0,0,2
886,27,13.0,887,2,0.0,4,1,0,2,0,1,1,0,0,1
887,19,30.0,888,1,1.0,3,0,1,2,0,1,0,1,0,1
888,17,23.45,889,3,0.0,3,0,1,2,1,2,1,0,1,0
889,26,30.0,890,1,1.0,1,1,1,0,0,1,0,1,0,1
890,32,7.75,891,3,0.0,1,1,0,1,0,1,1,0,0,1
891,34,7.8292,892,3,,1,1,0,1,0,1,1,0,0,2
892,47,7.0,893,3,,2,0,0,2,1,1,1,0,0,3
893,62,9.6875,894,2,,1,1,0,1,0,1,1,0,0,4
894,27,8.6625,895,3,,1,1,0,2,0,1,1,0,0,1
895,22,12.2875,896,3,,2,0,0,2,1,2,1,0,0,1
896,14,9.225,897,3,,1,1,0,2,0,1,1,0,0,0
897,30,7.6292,898,3,,3,0,0,1,0,1,1,0,0,1
898,26,29.0,899,2,,1,1,1,2,1,2,1,0,0,1
899,18,7.2292,900,3,,2,0,0,0,0,1,1,0,0,1
900,21,24.15,901,3,,1,1,1,2,1,2,1,0,0,1
901,28,7.8958,902,3,,1,1,0,2,0,1,1,0,1,1
902,46,26.0,903,1,,1,1,1,2,0,1,1,0,0,3
903,23,82.2667,904,1,,2,0,1,2,1,2,0,5,0,1
904,63,26.0,905,2,,1,1,1,2,1,2,1,0,0,4
905,47,61.175,906,1,,2,0,1,2,1,2,0,5,0,3
906,24,27.7208,907,2,,2,0,1,0,1,2,1,0,0,1
907,35,12.35,908,2,,1,1,0,1,0,1,1,0,0,2
908,21,7.225,909,3,,1,1,0,0,0,1,1,0,0,1
909,27,7.925,910,3,,3,0,0,2,1,1,1,0,0,1
910,45,7.225,911,3,,2,0,0,0,0,1,1,0,0,3
911,55,59.4,912,1,,1,1,1,0,1,2,1,0,0,3
912,9,3.1708,913,3,,5,1,0,2,1,1,1,0,0,0
913,42,31.6833,914,1,,2,0,1,2,0,1,1,0,1,2
914,21,61.3792,915,1,,1,1,1,0,1,2,1,0,0,1
915,48,262.375,916,1,,2,0,1,0,2,3,0,5,0,3
916,50,14.5,917,3,,1,1,0,2,1,2,1,0,0,3
917,22,61.9792,918,1,,3,0,1,0,1,2,0,5,0,1
918,22,7.225,919,3,,1,1,0,0,0,1,1,0,0,1
919,41,30.5,920,1,,1,1,1,2,0,1,0,3,0,2
920,28,21.6792,921,3,,1,1,1,0,1,2,1,0,1,1
921,50,26.0,922,2,,1,1,1,2,1,2,1,0,0,3
922,24,31.5,923,2,,1,1,1,2,1,2,1,0,0,1
923,33,20.575,924,3,,2,0,1,2,1,2,1,0,0,1
924,32,23.45,925,3,,2,0,1,2,1,2,1,0,1,1
925,30,57.75,926,1,,1,1,1,0,1,2,0,6,0,1
926,18,7.2292,927,3,,1,1,0,0,0,1,1,0,0,1
927,17,8.05,928,3,,3,0,0,2,0,1,1,0,1,0
928,21,8.6625,929,3,,3,0,0,2,0,1,1,0,0,1
929,25,9.5,930,3,,1,1,0,2,0,1,1,0,0,1
930,28,56.4958,931,3,,1,1,1,2,0,3,1,0,1,1
931,39,13.4167,932,3,,1,1,0,0,1,2,1,0,0,2
932,41,26.55,933,1,,1,1,1,2,0,1,0,7,1,2
933,41,7.85,934,3,,1,1,0,2,0,1,1,0,0,2
934,30,13.0,935,2,,2,0,0,2,0,1,1,0,0,1
935,45,52.5542,936,1,,2,0,1,2,1,2,0,4,0,3
936,25,7.925,937,3,,1,1,0,2,0,1,1,0,0,1
937,45,29.7,938,1,,1,1,1,0,0,1,0,2,0,3
938,28,7.75,939,3,,1,1,0,1,0,1,1,0,1,1
939,60,76.2917,940,1,,2,0,1,0,0,2,0,2,0,4
940,36,15.9,941,3,,2,0,0,2,1,2,1,0,0,2
941,24,60.0,942,1,,1,1,1,2,1,2,0,5,0,1
942,27,15.0333,943,2,,1,1,0,0,0,1,1,0,0,1
943,20,23.0,944,2,,3,0,1,2,1,2,1,0,0,1
944,28,263.0,945,1,,3,0,1,2,2,3,0,6,0,1
945,32,15.5792,946,2,,1,1,0,0,0,1,1,0,1,1
946,10,29.125,947,3,,5,1,1,1,2,3,1,0,0,0
947,35,7.8958,948,3,,1,1,0,2,0,1,1,0,0,2
948,25,7.65,949,3,,1,1,0,2,0,1,0,3,0,1
949,28,16.1,950,3,,1,1,0,2,1,2,1,0,1,1
950,36,262.375,951,1,,3,0,1,0,0,3,0,1,0,2
951,17,7.8958,952,3,,1,1,0,2,0,1,1,0,0,0
952,32,13.5,953,2,,1,1,0,2,0,1,1,0,0,1
953,18,7.75,954,3,,1,1,0,2,0,1,1,0,0,1
954,22,7.725,955,3,,3,0,0,1,0,1,1,0,0,1
955,13,262.375,956,1,,5,1,1,0,2,3,0,5,0,0
956,33,21.0,957,2,,2,0,1,2,0,2,1,0,1,1
957,18,7.8792,958,3,,3,0,0,1,0,1,1,0,0,1
958,47,42.4,959,1,,1,1,1,2,0,2,1,0,0,3
959,31,28.5375,960,1,,1,1,1,0,0,1,0,1,0,1
960,60,263.0,961,1,,2,0,1,2,2,3,0,6,0,4
961,24,7.75,962,3,,3,0,0,1,0,1,1,0,0,1
962,21,7.8958,963,3,,1,1,0,2,0,1,1,0,0,1
963,29,7.925,964,3,,3,0,0,2,0,1,1,0,0,1
964,28,27.7208,965,1,,1,1,1,0,0,1,0,1,0,1
965,35,211.5,966,1,,3,0,1,0,0,2,0,1,0,2
966,32,211.5,967,1,,1,1,1,0,0,2,0,1,0,1
967,28,8.05,968,3,,1,1,0,2,0,1,1,0,1,1
968,55,25.7,969,1,,2,0,1,2,1,1,0,7,0,3
969,30,13.0,970,2,,1,1,0,2,0,1,1,0,0,1
970,24,7.75,971,3,,3,0,0,1,0,1,1,0,0,1
971,6,15.2458,972,3,,5,1,0,0,1,2,1,0,0,0
972,67,221.7792,973,1,,1,1,1,2,1,2,0,3,0,4
973,49,26.0,974,1,,1,1,1,2,0,1,1,0,0,3
974,28,7.8958,975,3,,1,1,0,2,0,1,1,0,1,1
975,32,10.7083,976,2,,1,1,0,1,0,1,1,0,1,1
976,28,14.4542,977,3,,1,1,0,0,1,2,1,0,1,1
977,27,7.8792,978,3,,3,0,0,1,0,1,1,0,0,1
978,18,8.05,979,3,,3,0,0,2,0,1,1,0,0,1
979,32,7.75,980,3,,2,0,0,1,0,1,1,0,1,1
980,2,23.0,981,2,,5,1,1,2,1,2,1,0,0,0
981,22,13.9,982,3,,2,0,0,2,1,2,1,0,0,1
982,28,7.775,983,3,,1,1,0,2,0,1,1,0,1,1
983,27,52.0,984,1,,2,0,1,2,1,2,0,2,0,1
984,28,8.05,985,3,,1,1,0,2,0,1,1,0,1,1
985,25,26.0,986,1,,1,1,1,0,0,1,1,0,0,1
986,25,7.7958,987,3,,1,1,0,2,0,1,1,0,0,1
987,76,78.85,988,1,,2,0,1,2,1,2,0,6,0,4
988,29,7.925,989,3,,1,1,0,2,0,1,1,0,0,1
989,20,7.8542,990,3,,3,0,0,2,0,1,1,0,0,1
990,33,8.05,991,3,,1,1,0,2,0,1,1,0,0,1
991,43,55.4417,992,1,,2,0,1,0,1,2,0,2,0,2
992,27,26.0,993,2,,1,1,1,2,1,2,1,0,0,1
993,28,7.75,994,3,,1,1,0,1,0,1,1,0,1,1
994,26,7.775,995,3,,1,1,0,2,0,1,1,0,0,1
995,16,8.5167,996,3,,2,0,0,0,1,2,1,0,0,0
996,28,22.525,997,3,,1,1,1,2,0,2,1,0,0,1
997,21,7.8208,998,3,,1,1,0,1,0,1,1,0,0,1
998,28,7.75,999,3,,1,1,0,1,0,1,1,0,1,1
999,28,8.7125,1000,3,,1,1,0,2,0,1,1,0,1,1
1000,18,13.0,1001,2,,1,1,0,2,0,1,0,0,0,1
1001,41,15.0458,1002,2,,1,1,0,0,0,1,1,0,0,2
1002,17,7.7792,1003,3,,3,0,0,1,0,1,1,0,1,0
1003,36,31.6792,1004,1,,3,0,1,0,0,1,0,1,0,2
1004,18,7.2833,1005,3,,3,0,0,1,0,1,1,0,0,1
1005,63,221.7792,1006,1,,2,0,1,2,1,2,0,3,0,4
1006,18,14.4542,1007,3,,1,1,0,0,1,2,1,0,0,1
1007,28,6.4375,1008,3,,1,1,0,0,0,1,1,0,1,1
1008,1,16.7,1009,3,,3,0,0,2,1,2,0,9,0,0
1009,36,75.2417,1010,1,,1,1,1,0,0,2,0,9,0,2
1010,29,26.0,1011,2,,2,0,1,2,1,2,1,0,0,1
1011,12,15.75,1012,2,,3,0,0,2,0,2,1,0,0,0
1012,28,7.75,1013,3,,1,1,0,1,1,1,1,0,1,1
1013,35,57.75,1014,1,,2,0,1,0,1,2,0,5,0,2
1014,28,7.25,1015,3,,1,1,0,2,0,1,1,0,0,1
1015,28,7.75,1016,3,,1,1,0,1,0,1,1,0,1,1
1016,17,16.1,1017,3,,3,0,0,2,1,2,1,0,0,0
1017,22,7.7958,1018,3,,1,1,0,2,0,1,1,0,0,1
1018,17,23.25,1019,3,,3,0,1,1,1,2,1,0,1,0
1019,42,13.0,1020,2,,1,1,0,2,0,1,1,0,0,2
1020,24,8.05,1021,3,,1,1,0,2,0,1,1,0,0,1
1021,32,8.05,1022,3,,1,1,0,2,0,1,1,0,0,1
1022,53,28.5,1023,1,,5,1,1,0,0,1,0,1,0,3
1023,32,25.4667,1024,3,,2,0,1,2,2,2,1,0,1,1
1024,28,6.4375,1025,3,,1,1,0,0,1,1,1,0,1,1
1025,43,7.8958,1026,3,,1,1,0,2,0,1,1,0,0,2
1026,24,7.8542,1027,3,,1,1,0,2,0,1,1,0,0,1
1027,26,7.225,1028,3,,1,1,0,0,0,1,1,0,0,1
1028,26,13.0,1029,2,,1,1,0,2,0,1,1,0,0,1
1029,23,8.05,1030,3,,3,0,0,2,0,1,1,0,0,1
1030,40,46.9,1031,3,,1,1,1,2,2,3,1,0,0,2
1031,10,46.9,1032,3,,3,0,1,2,2,3,1,0,0,0
1032,33,151.55,1033,1,,3,0,1,2,0,3,1,0,0,1
1033,61,262.375,1034,1,,1,1,1,0,2,3,0,5,0,4
1034,28,26.0,1035,2,,1,1,1,2,0,2,1,0,0,1
1035,42,26.55,1036,1,,1,1,1,2,0,1,1,0,0,2
1036,31,18.0,1037,3,,1,1,1,2,1,2,1,0,0,1
1037,41,51.8625,1038,1,,1,1,1,2,0,2,0,6,1,2
1038,22,8.05,1039,3,,1,1,0,2,0,1,1,0,0,1
1039,41,26.55,1040,1,,1,1,1,2,0,1,1,0,1,2
1040,30,26.0,1041,2,,4,1,1,2,1,2,1,0,0,1
1041,23,83.1583,1042,1,,2,0,1,0,1,2,0,2,0,1
1042,28,7.8958,1043,3,,1,1,0,0,0,1,1,0,1,1
1043,60,33.2954792813456,1044,3,,1,1,1,2,0,1,1,0,0,4
1044,36,12.1833,1045,3,,2,0,0,2,1,2,1,0,0,2
1045,13,31.3875,1046,3,,5,1,1,2,2,3,1,0,0,0
1046,24,7.55,1047,3,,1,1,0,2,0,1,1,0,0,1
1047,29,221.7792,1048,1,,3,0,1,2,0,2,0,1,0,1
1048,23,7.8542,1049,3,,3,0,0,2,0,1,1,0,0,1
1049,42,26.55,1050,1,,1,1,1,2,0,1,0,3,0,2
1050,26,13.775,1051,3,,2,0,0,2,1,2,1,0,0,1
1051,17,7.7333,1052,3,,3,0,0,1,0,1,1,0,1,0
1052,7,15.2458,1053,3,,5,1,0,0,1,2,1,0,0,0
1053,26,13.5,1054,2,,3,0,0,2,0,1,1,0,0,1
1054,28,7.0,1055,3,,1,1,0,2,0,1,1,0,1,1
1055,41,13.0,1056,2,,4,1,0,2,0,1,1,0,0,2
1056,26,22.025,1057,3,,2,0,1,2,1,2,1,0,0,1
1057,48,50.4958,1058,1,,1,1,1,0,0,1,0,3,0,3
1058,18,34.375,1059,3,,1,1,1,2,2,2,1,0,0,1
1059,42,27.7208,1060,1,,2,0,1,0,0,1,1,0,1,2
1060,22,8.9625,1061,3,,3,0,0,2,0,1,1,0,0,1
1061,28,7.55,1062,3,,1,1,0,2,0,1,1,0,1,1
1062,27,7.225,1063,3,,1,1,0,0,0,1,1,0,0,1
1063,23,13.9,1064,3,,1,1,0,2,1,2,1,0,0,1
1064,28,7.2292,1065,3,,1,1,0,0,0,1,1,0,1,1
1065,40,31.3875,1066,3,,1,1,1,2,2,3,1,0,0,2
1066,15,39.0,1067,2,,3,0,1,2,1,2,1,0,0,0
1067,20,36.75,1068,2,,3,0,1,2,0,2,1,0,0,1
1068,54,55.4417,1069,1,,1,1,1,0,1,2,0,2,0,3
1069,36,39.0,1070,2,,2,0,1,2,1,2,0,5,0,2
1070,64,83.1583,1071,1,,2,0,1,0,1,2,0,5,0,4
1071,30,13.0,1072,2,,1,1,0,2,0,1,1,0,0,1
1072,37,83.1583,1073,1,,1,1,1,0,1,2,0,3,0,2
1073,18,53.1,1074,1,,2,0,1,2,1,2,0,4,0,1
1074,28,7.75,1075,3,,1,1,0,1,0,1,1,0,1,1
1075,27,247.5208,1076,1,,2,0,1,0,1,2,0,4,0,1
1076,40,16.0,1077,2,,1,1,0,2,0,1,1,0,0,2
1077,21,21.0,1078,2,,3,0,1,2,1,2,1,0,0,1
1078,17,8.05,1079,3,,1,1,0,2,1,1,1,0,0,0
1079,17,69.55,1080,3,,3,0,1,2,2,4,1,0,1,0
1080,40,13.0,1081,2,,1,1,0,2,0,1,1,0,0,2
1081,34,26.0,1082,2,,1,1,1,2,1,2,1,0,0,2
1082,41,26.0,1083,1,,1,1,1,2,0,1,1,0,1,2
1083,11,14.5,1084,3,,5,1,0,2,1,2,1,0,0,0
1084,61,12.35,1085,2,,1,1,0,1,0,1,1,0,0,4
1085,8,32.5,1086,2,,5,1,1,2,1,2,1,0,0,0
1086,33,7.8542,1087,3,,1,1,0,2,0,1,1,0,0,1
1087,6,134.5,1088,1,,5,1,1,0,1,2,0,7,0,0
1088,18,7.775,1089,3,,3,0,0,2,0,1,1,0,0,1
1089,23,10.5,1090,2,,1,1,0,2,0,1,1,0,0,1
1090,32,8.1125,1091,3,,2,0,0,2,0,1,1,0,1,1
1091,17,15.5,1092,3,,3,0,0,1,0,2,1,0,1,0
1092,0,14.4,1093,3,,5,1,0,2,1,2,1,0,0,0
1093,47,227.525,1094,1,,5,1,1,0,1,2,0,2,0,3
1094,8,26.0,1095,2,,3,0,1,2,1,2,1,0,0,0
1095,25,10.5,1096,2,,1,1,0,2,0,1,1,0,0,1
1096,41,25.7417,1097,1,,1,1,1,0,0,1,1,0,1,2
1097,35,7.75,1098,3,,3,0,0,1,0,1,1,0,0,2
1098,24,10.5,1099,2,,1,1,0,2,0,1,1,0,0,1
1099,33,27.7208,1100,1,,3,0,1,0,0,1,0,3,0,1
1100,25,7.8958,1101,3,,1,1,0,2,0,1,1,0,0,1
1101,32,22.525,1102,3,,1,1,1,2,0,2,1,0,0,1
1102,28,7.05,1103,3,,1,1,0,2,0,1,1,0,1,1
1103,17,73.5,1104,2,,1,1,1,2,0,3,1,0,0,0
1104,60,26.0,1105,2,,2,0,1,2,1,2,1,0,0,4
1105,38,7.775,1106,3,,3,0,0,2,2,1,1,0,0,2
1106,42,42.5,1107,1,,1,1,1,2,0,1,0,3,0,2
1107,17,7.8792,1108,3,,3,0,0,1,0,1,1,0,1,0
1108,57,164.8667,1109,1,,1,1,1,2,1,2,1,0,0,3
1109,50,211.5,1110,1,,2,0,1,0,1,2,0,3,0,3
1110,28,8.05,1111,3,,1,1,0,2,0,1,1,0,1,1
1111,30,13.8583,1112,2,,3,0,0,0,1,1,1,0,0,1
1112,21,8.05,1113,3,,1,1,0,2,0,1,1,0,0,1
1113,22,10.5,1114,2,,2,0,0,2,0,1,0,8,0,1
1114,21,7.7958,1115,3,,1,1,0,2,0,1,1,0,0,1
1115,53,27.4458,1116,1,,2,0,1,0,0,1,1,0,0,3
1116,32,15.2458,1117,3,,2,0,0,0,1,2,1,0,1,1
1117,23,7.7958,1118,3,,1,1,0,2,0,1,1,0,0,1
1118,17,7.75,1119,3,,3,0,0,1,0,1,1,0,1,0
1119,40,15.1,1120,3,,1,1,0,2,0,2,1,0,0,2
1120,36,13.0,1121,2,,1,1,0,2,0,1,1,0,0,2
1121,14,65.0,1122,2,,1,1,1,2,0,2,1,0,0,0
1122,21,26.55,1123,1,,3,0,1,2,0,1,1,0,0,1
1123,21,6.4958,1124,3,,1,1,0,2,1,1,1,0,0,1
1124,28,7.8792,1125,3,,1,1,0,1,0,1,1,0,1,1
1125,39,71.2833,1126,1,,1,1,1,0,1,2,0,2,0,2
1126,20,7.8542,1127,3,,1,1,0,2,0,1,1,0,0,1
1127,64,75.25,1128,1,,1,1,1,0,1,2,0,3,0,4
1128,20,7.225,1129,3,,1,1,0,0,0,1,1,0,0,1
1129,18,13.0,1130,2,,3,0,0,2,1,1,1,0,0,1
1130,48,106.425,1131,1,,2,0,1,0,1,2,0,3,0,3
1131,55,27.7208,1132,1,,2,0,1,0,0,1,1,0,0,3
1132,45,30.0,1133,2,,2,0,1,2,1,2,1,0,0,3
1133,45,134.5,1134,1,,1,1,1,0,1,2,0,7,0,3
1134,28,7.8875,1135,3,,1,1,0,2,0,1,1,0,1,1
1135,6,23.45,1136,3,,5,1,1,2,1,2,1,0,1,0
1136,41,51.8625,1137,1,,1,1,1,2,1,2,0,3,0,2
1137,22,21.0,1138,2,,2,0,1,2,0,2,1,0,0,1
1138,42,32.5,1139,2,,1,1,1,2,1,2,1,0,0,2
1139,29,26.0,1140,2,,2,0,1,2,1,2,1,0,0,1
1140,32,14.4542,1141,3,,2,0,0,0,1,2,1,0,1,1
1141,0,27.75,1142,2,,3,0,1,2,1,2,1,0,0,0
1142,20,7.925,1143,3,,1,1,0,2,0,1,1,0,0,1
1143,27,136.7792,1144,1,,1,1,1,0,1,2,0,2,0,1
1144,24,9.325,1145,3,,1,1,0,2,0,1,1,0,0,1
1145,32,9.5,1146,3,,1,1,0,2,0,1,1,0,0,1
1146,28,7.55,1147,3,,1,1,0,2,0,1,1,0,1,1
1147,28,7.75,1148,3,,1,1,0,1,0,1,1,0,1,1
1148,28,8.05,1149,3,,1,1,0,2,0,1,1,0,0,1
1149,19,13.0,1150,2,,3,0,0,2,0,1,1,0,0,1
1150,21,7.775,1151,3,,1,1,0,2,0,1,1,0,0,1
1151,36,17.4,1152,3,,1,1,1,2,1,2,1,0,0,2
1152,21,7.8542,1153,3,,1,1,0,2,0,1,1,0,0,1
1153,29,23.0,1154,2,,2,0,1,2,1,2,1,0,0,1
1154,1,12.1833,1155,3,,3,0,0,2,1,2,1,0,0,0
1155,30,12.7375,1156,2,,1,1,0,0,0,1,1,0,0,1
1156,28,7.8958,1157,3,,1,1,0,2,0,1,1,0,1,1
1157,41,0.0,1158,1,,1,1,0,2,0,1,1,0,1,2
