,PassengerId,Survived,Pclass,Age,Fare,Name_title,Sex_label,Fare_Group,Embarked_label,Family,TicketLettGroup,Cabin_IsNull,Cabin_group,Age_IsNull,Age_group
807,808,0,3,18,7.775,3,0,0,2,0,1,1,0,0,1
808,809,0,2,39,13.0,1,1,0,2,0,1,1,0,0,2
809,810,1,1,33,53.1,2,0,1,2,1,2,0,2,0,1
810,811,0,3,26,7.8875,1,1,0,2,0,1,1,0,0,1
811,812,0,3,39,24.15,1,1,1,2,0,2,1,0,0,2
812,813,0,2,35,10.5,1,1,0,2,0,1,1,0,0,2
813,814,0,3,6,31.275,3,0,1,2,2,3,1,0,0,0
814,815,0,3,30,8.05,1,1,0,2,0,1,1,0,0,1
815,816,0,1,41,0.0,1,1,0,2,0,2,0,1,1,2
816,817,0,3,23,7.925,3,0,0,2,0,1,1,0,0,1
817,818,0,2,31,37.0042,1,1,1,0,1,2,1,0,0,1
818,819,0,3,43,6.45,1,1,0,2,0,1,1,0,0,2
819,820,0,3,10,27.9,5,1,1,2,2,3,1,0,0,0
820,821,1,1,52,93.5,2,0,1,2,1,2,0,2,0,3
821,822,1,3,27,8.6625,1,1,0,2,0,1,1,0,0,1
822,823,0,1,38,0.0,5,1,0,2,0,1,1,0,0,2
823,824,1,3,27,12.475,2,0,0,2,1,2,0,2,0,1
824,825,0,3,2,39.6875,5,1,1,2,2,3,1,0,0,0
825,826,0,3,28,6.95,1,1,0,1,0,1,1,0,1,1
826,827,0,3,28,56.4958,1,1,1,2,0,3,1,0,1,1
827,828,1,2,1,37.0042,5,1,1,0,1,2,1,0,0,0
828,829,1,3,28,7.75,1,1,0,1,0,1,1,0,1,1
829,830,1,1,62,80.0,2,0,1,2,0,2,0,3,0,4
830,831,1,3,15,14.4542,2,0,0,0,1,2,1,0,0,0
831,832,1,2,0,18.75,5,1,1,2,1,2,1,0,0,0
832,833,0,3,28,7.2292,1,1,0,0,0,1,1,0,1,1
833,834,0,3,23,7.8542,1,1,0,2,0,1,1,0,0,1
834,835,0,3,18,8.3,1,1,0,2,0,1,1,0,0,1
835,836,1,1,39,83.1583,3,0,1,0,1,2,0,5,0,2
836,837,0,3,21,8.6625,1,1,0,2,0,1,1,0,0,1
837,838,0,3,28,8.05,1,1,0,2,0,1,1,0,1,1
838,839,1,3,32,56.4958,1,1,1,2,0,3,1,0,0,1
839,840,1,1,41,29.7,1,1,1,0,0,1,0,2,1,2
840,841,0,3,20,7.925,1,1,0,2,0,1,1,0,0,1
841,842,0,2,16,10.5,1,1,0,2,0,2,1,0,0,0
842,843,1,1,30,31.0,3,0,1,0,0,2,1,0,0,1
843,844,0,3,34,6.4375,1,1,0,0,0,1,1,0,0,2
844,845,0,3,17,8.6625,1,1,0,2,0,1,1,0,0,0
845,846,0,3,42,7.55,1,1,0,2,0,1,1,0,0,2
846,847,0,3,28,69.55,1,1,1,2,2,4,1,0,1,1
847,848,0,3,35,7.8958,1,1,0,0,0,1,1,0,0,2
848,849,0,2,28,33.0,4,1,1,2,1,2,1,0,0,1
849,850,1,1,42,89.1042,2,0,1,0,1,2,0,2,1,2
850,851,0,3,4,31.275,5,1,1,2,2,3,1,0,0,0
851,852,0,3,74,7.775,1,1,0,2,0,1,1,0,0,4
852,853,0,3,9,15.2458,3,0,0,0,1,2,1,0,0,0
853,854,1,1,16,39.4,3,0,1,2,1,2,0,3,0,0
854,855,0,2,44,26.0,2,0,1,2,1,2,1,0,0,3
855,856,1,3,18,9.35,2,0,0,2,1,2,1,0,0,1
856,857,1,1,45,164.8667,2,0,1,2,1,2,1,0,0,3
857,858,1,1,51,26.55,1,1,1,2,0,1,0,3,0,3
858,859,1,3,24,19.2583,2,0,1,0,1,2,1,0,0,1
859,860,0,3,28,7.2292,1,1,0,0,0,1,1,0,1,1
860,861,0,3,41,14.1083,1,1,0,2,1,2,1,0,0,2
861,862,0,2,21,11.5,1,1,0,2,1,1,1,0,0,1
862,863,1,1,48,25.9292,2,0,1,2,0,1,0,3,0,3
863,864,0,3,17,69.55,3,0,1,2,2,4,1,0,1,0
864,865,0,2,24,13.0,1,1,0,2,0,1,1,0,0,1
865,866,1,2,42,13.0,2,0,0,2,0,1,1,0,0,2
866,867,1,2,27,13.8583,3,0,0,0,1,1,1,0,0,1
867,868,0,1,31,50.4958,1,1,1,2,0,1,0,3,0,1
868,869,0,3,28,9.5,1,1,0,2,0,1,1,0,1,1
869,870,1,3,4,11.1333,5,1,0,2,1,2,1,0,0,0
870,871,0,3,26,7.8958,1,1,0,2,0,1,1,0,0,1
871,872,1,1,47,52.5542,2,0,1,2,1,2,0,4,0,3
872,873,0,1,33,5.0,1,1,0,2,0,1,0,2,0,1
873,874,0,3,47,9.0,1,1,0,2,0,1,1,0,0,3
874,875,1,2,28,24.0,2,0,1,0,1,2,1,0,0,1
875,876,1,3,15,7.225,3,0,0,0,0,1,1,0,0,0
876,877,0,3,20,9.8458,1,1,0,2,0,2,1,0,0,1
877,878,0,3,19,7.8958,1,1,0,2,0,1,1,0,0,1
878,879,0,3,28,7.8958,1,1,0,2,0,1,1,0,1,1
879,880,1,1,56,83.1583,2,0,1,0,1,2,0,4,0,3
880,881,1,2,25,26.0,2,0,1,2,1,2,1,0,0,1
881,882,0,3,33,7.8958,1,1,0,2,0,1,1,0,0,1
882,883,0,3,22,10.5167,3,0,0,2,0,1,1,0,0,1
883,884,0,2,28,10.5,1,1,0,2,0,1,1,0,0,1
884,885,0,3,25,7.05,1,1,0,2,0,1,1,0,0,1
885,886,0,3,39,29.125,2,0,1,1,2,3,1,0,0,2
886,887,0,2,27,13.0,4,1,0,2,0,1,1,0,0,1
887,888,1,1,19,30.0,3,0,1,2,0,1,0,1,0,1
888,889,0,3,17,23.45,3,0,1,2,1,2,1,0,1,0
889,890,1,1,26,30.0,1,1,1,0,0,1,0,1,0,1
890,891,0,3,32,7.75,1,1,0,1,0,1,1,0,0,1
